"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Tanzania","TZA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12367846137.0547","12833426705.5485","13737550811.3143","14022191244.6354","14104126011.7613","14274193677.228","14497964753.8572","15015529318.2879","15697890047.7539","16251284342.1098","16853965106.4484","17673719006.57","18472709779.8315","19594152576.252","20984004023.8573","22384222510.0956","24063893080.442","25862986552.997","27552414092.7827","29417308939.6003","31090099754.8306","32728269832.5955","34802104317.9451","37472175855.8666","39158481311.5869","41814047241.6479","44629162027.7952","47378599025.3044","50632142472.6201","54067877695.7031","57011856135.4875","60313624452.8272","61522224003.9268",
"Uganda","UGA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","4962096838.2727","5247147354.70867","5229061661.37981","5056169012.24088","5075892467.50983","5276994392.62107","5713247399.98833","6076720842.86684","6470136266.81049","6829493813.7929","7062950286.21101","7651032187.63124","8140976419.52421","9079080980.71684","9902745610.27253","10407785820.9335","10918315346.4652","11797670828.0534","12168342713.554","12799108364.5229","13916814278.5628","14817685665.6588","15826360105.1417","16828574664.3247","18643493425.7109","20211863507.5283","21972064555.0479","23466498337.4704","24789448378.7586","27117587969.0849","28158213368.7964","29168221964.7211","30657641019.2669","32248116472.5115","33789899015.0482","35076999867.4098","37238661774.6271","39772129636.0478","40908650564.7642",
"Ukraine","UKR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","154889411981.347","158864591848.999","165017581456.578","154546827909.809","141548444573.077","127819662944.005","109635901076.98","84491953600.4545","74183935242.2455","66765541736.3581","64762575466.2813","63532086543.3345","63405022373.1896","67145918692.6265","73325824130.2212","77174946401.2315","84518854925.8856","94753048244.9152","97593081465.8083","104853926636.468","112816030954.469","115415340411.086","98381695638.7907","102154036002.492","107737266725.813","107994415887.943","107965583657.505","100890997036.383","91030959454.6961","93065562952.7846","95360592889.5342","98607902884.8709","101784539855.902","97692477970.0006",
"Upper middle income","UMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1312457523163.69","1314849730587.73","1354479543594.9","1407343824530.24","1530389606233.14","1642984182705.97","1736085891532","1794162936403.07","1900053600662.25","2049993487808.59","2213799444130.41","2363508425897.31","2521414539671.38","2723302759054.17","2894702448784.39","3040442139077.18","3189421221820.66","3339530144111.75","3498258318216.1","3741105842048.24","3987611874855.48","4074384078487.77","4155807458795.09","4191551770316.81","4451724107992.9","4675277081941.42","4908328316772.49","5182161879405.52","5378770726640.62","5500105039170.83","5572658056615.06","5628795994169.75","5686909782551.65","5925139212289.01","6143761611616.78","6365657173363.04","6701253871909.65","7081307403381.8","7295457659569.53","7558323879002.11","8039100552975.16","8333043947155.26","8729722301201.27","9246553435624.41","10002599883250.1","10772001548074.4","11728171824137.7","12859087234887.4","13703924087486.7","14069475491420.4","15234886440509.3","16291349701554.6","17241124949017.7","18210146415730.3","19076243213554.2","19893406918375.2","20735854163226.7","21817553156653.4","22883443093325.7","23825746780644.9","23670950574052.6",
"Uruguay","URY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","15568244458.5019","15956366696.0808","15705125907.712","15731896685.4676","16115836893.1311","16284344736.9235","16783110756.2136","16169380236.9893","16474805559.2257","17441010175.1241","17847946158.4366","17803020819.7032","17568097522.6483","17616444859.6594","18126501644.3823","19231658917.5105","19988515118.5587","20279440196.3105","21369254341.1802","22693959362.3582","24020058388.2092","24394665569.8204","22014265460.1839","19752431947.2384","19526737212.9183","19813103849.4486","21558600315.8237","23281808818.4512","23626597846.9881","23887412102.695","23958440935.2029","24806284280.5597","26773816650.4891","27485343172.5756","29486645185.878","29059796814.191","30680740006.7497","33303232466.2847","34808168940.1149","34133164697.5803","33474418294.4582","32187618155.4394","29698869200.2434","29938029416.9209","31436176409.8546","33781356709.0888","35165911748.4727","37466293678.0781","40154929114.1067","41858901192.1605","45125322733.7231","47454751923.1645","49133785850.974","51412384155.7392","53077523938.4551","53274304222.136","54174532436.9212","55056360541.1392","55319478843.3587","55513344382.0673","52260972281.8054",
"United States","USA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3457188037625.69","3536703362491.07","3752442267603.03","3917549727377.56","4144767611565.47","4410032738705.65","4696684866721.53","4814101988389.57","5045178883832.25","5201579429231.05","5183548220000","5354260691000","5635836299000","5954019981000","5921835427000","5909668657000","6228089836000","6516086243000","6876771488000","7094500066000","7076284960000","7255861209000","7125046201000","7451652146000","7990900876000","8324093971000","8612327876000","8910249999000","9282436602000","9623347839000","9804840807000","9794225617000","10139221389000","10418230561000","10837959532000","11128873914000","11548717972000","12054756829000","12594979613000","13193648716000","13738214458000","13875368657000","14117035294000","14520953428000","15072588639000","15602120903000","16047557132000","16348636818000","16326307882000","15912149113000","16320099471000","16573197368000","16946019042000","17258178451000","17694115456000","18238300569000","18550435728000","18983157920000","19551981480000","19974534312000","19278194000000",
"Uzbekistan","UZB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","26337491689.0609","28744365036.1229","29632937860.1468","30107064867.5566","29958938107.1943","26603537039.9687","25991655686.5816","24640089592.9201","24418328785.0559","24833440375.3046","26124779274.1334","27248144782.976","28419815009.4095","29509714914.8129","30738451711.9092","31959840461.1609","33312581419.6376","35794035811.1337","38281723876.0625","41134255321.759","45030905510.5183","49096818476.5764","53049570598.464","57079835579.3359","61523447046.654","66061224539.2303","71071663117.6914","76174181779.8967","81847410181.7953","86835363433.127","90709545828.2093","95649991226.5204","101196136367.433","102863643369.515",
"St. Vincent and the Grenadines","VCT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","149191051.812062","155945353.353516","161706382.972812","151574930.660631","157137314.640626","158527877.841386","158527877.841386","143429978.467113","152766848.22209","157137270.914974","174023068.494261","179188161.195654","225475131.24063","200444381.467825","182764001.331334","168858019.51852","186380112.792966","211037104.112897","231670299.351779","239507374.760343","245359024.304626","256679888.016789","268169982.942389","273983581.150401","292032660.546463","310074168.795204","327440598.828148","328875034.787079","375161606.786319","380432913.556401","406845333.67292","399258932.964419","416303192.30836","444619924.866433","438852511.301871","472936657.424505","479027640.817555","495818291.377005","516098249.005841","530086085.240132","538774372.391598","547987367.373046","582626829.282411","627428132.832443","653506111.982589","669767682.146806","721259010.529119","745369335.316829","757179634.056692","741285359.373463","716427325.928027","713423373.601375","723283508.239802","736541126.077368","745483022.013325","755400000","769733268.88903","777433356.294028","794250242.244977","798181178.404598","776405803.460312",
"Venezuela, RB","VEN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4707381536.47515","4691653970.30342","4829572627.50162","5004995480.95546","5186467398.3215","5395765009.68367","5446577146.54616","5084843124.59651","5130816010.32925","4712220787.60491","4004480309.87734","3770986442.86637","3738321497.74048","3748000000","3790343447.38541","3767357004.51904","3824218205.29374","","",
"Vietnam","VNM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","28098450019.03","29167836471.7735","29981412477.1241","31055787288.68","32650505590.4795","35055056284.37","36843186009.5036","39039350827.0155","42414711627.4228","45838737056.097","49890414293.3067","54650199378.1356","59754537561.6476","64625777743.1099","68351101919.343","71613901153.2914","76474563216.8366","81210551327.5298","86343724900.0757","92300633302.0672","99256788025.0218","106747943703.36","114196766977.542","122338430599.747","129264952639.792","136242542341.994","144993725389.756","154041772820.949","162124910214.551","170915133146.146","181142104435.943","193241108709.536","205242950036.447","219224603992.022","234736473566.404","251208952743.671","258508671883.214",
"Vanuatu","VUT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","332992387.580994","295031899.042488","307948267.765611","314045283.523066","323496882.247475","354471681.175912","358022152.19933","357483460.044053","347138122.062025","341261480.368093","346489242.874987","387013584.556066","399195373.067447","409516225.042417","412528003.910558","449991594.70938","454509263.011591","465087218.06067","487908176.638776","493650145.293889","495315193.773837","524661673.232914","506835860.094651","480488916.500185","501093891.439538","521074473.198909","548719175.167452","595169130.556579","612260363.483101","646565259.371434","666203037.031993","674601737.452905","695769890.554593","702797374.580254","706090742.529562","728164877.892398","730870581.672312","765138748.550058","813461883.479127","837054151.279562","864380535.15635","784552153.582142",
"World","WLD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","10866129320412.4","11283240136703.3","11879154995696.6","12497518214264.8","13318365980458.9","14060407523603.7","14857597341028.5","15478276906469.3","16405324626468.5","17362465528869.7","17997974131034.2","18770097415760.1","19827622632685.9","21103333660424.2","21489095115614.5","21617714722652","22760747955725.4","23688051765079.2","24649954886242.2","25683174930415.2","26147132164705.1","26649218932055.8","26756896316639.3","27454511300316.9","28739809933545","29806390565266.1","30838953448670.9","31992612955427.4","33482043663325.8","34739216012304.8","35754721640873.7","36277759058739.3","37025489365947.8","37691970004833.8","38929960418154.6","40134762303185","41584782527333.1","43193076143225.6","44409712992875.9","45975207321482","48039748166307.7","49014838730608.9","50161540815235.6","51752147658956.2","54064490631691","56263305577063.7","58795848652279.1","61409845270678.9","62637000524276.8","61822654789926.9","64596871545716.3","66750850569829.6","68552062488947.2","70519872608808.2","72725652242051.7","75027409670667.4","77130861256431.2","79743259004706.4","82328391007375.2","84437446524498.6","81562560338872.9",
"Samoa","WSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","409904737.191807","411671574.075031","416972084.724704","433315290.401622","457167470.015467","459376027.950465","452750448.793216","469535328.198034","448775053.974993","438453185.527132","437576313.195292","455516898.442218","443937210.012371","473563994.863566","507561022.351643","510826782.073296","522038864.054936","533447673.924616","570355822.005732","609937157.427612","636432803.809248","665170815.400424","695934970.678053","724861434.959897","739132567.351515","785865294.217787","793795364.672625","755627509.742071","759248164.526278","790934577.754323","758595447.669644","755418113.124033","756009192.556942","788307330.55567","851798867.703959","860699141.067184","842940567.506787","873123112.907262","849177123.085002",
